ChargeSheet_ID,FIR_ID,Accused_ID,Crime_Type,Sections,Investigating_Officer,Court,Witness_Count,Evidence_Count,ChargeSheet_Date,Status
CS202501829,FIR202503693,P005904,Robbery,BNS 309(4),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,7,16,2025-12-17,Accepted
CS202501703,FIR202503469,P004223,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bagalkote District & Sessions Court,16,29,2025-12-18,Returned for Correction
CS202501638,FIR202503333,P000584,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bidar District & Sessions Court,5,14,2025-12-18,Pending Scrutiny
CS202502098,FIR202504271,P009231,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Bengaluru Rural District & Sessions Court,8,12,2025-12-18,Returned for Correction
CS202501811,FIR202503702,P001284,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bidar District & Sessions Court,13,12,2025-12-18,Returned for Correction
CS202501632,FIR202503330,P005007,Fraud,BNS 318(4),SI Ravi Kumar,Bidar District & Sessions Court,9,7,2025-12-18,Filed
CS202501601,FIR202503280,P001054,Dacoity,BNS 310(2),SI Divya Hegde,Bidar District & Sessions Court,9,5,2025-12-18,Accepted
CS202501591,FIR202503219,P002021,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,6,21,2025-12-18,Accepted
CS202501682,FIR202503428,P002063,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Bidar District & Sessions Court,14,12,2025-12-18,Pending Scrutiny
CS202501751,FIR202503573,P000923,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Bidar District & Sessions Court,15,29,2025-12-18,Pending Scrutiny
CS202502057,FIR202504180,P002813,NDPS,NDPS Act Sec 20(b),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,14,26,2025-12-18,Accepted
CS202501855,FIR202503783,P002338,Dacoity,BNS 310(2),SI Prakash Sharma,Bagalkote District & Sessions Court,16,15,2025-12-18,Accepted
CS202501657,FIR202503381,P001491,Theft,BNS 303(2),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,4,13,2025-12-19,Pending Scrutiny
CS202501865,FIR202503718,P003944,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bidar District & Sessions Court,5,5,2025-12-19,Returned for Correction
CS202501653,FIR202503336,P002566,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bagalkote District & Sessions Court,13,29,2025-12-19,Filed
CS202501796,FIR202503644,P001202,Fraud,BNS 318(4),PI Chetan Kumar,Bengaluru Urban District & Sessions Court,4,20,2025-12-19,Filed
CS202501974,FIR202503989,P003069,Dacoity,BNS 310(2),PI Naveen Patil,Bagalkote District & Sessions Court,7,12,2025-12-19,Pending Scrutiny
CS202501604,FIR202503284,P008170,Murder,BNS 103(1),SI Ravi Kumar,Bidar District & Sessions Court,6,25,2025-12-19,Returned for Correction
CS202501846,FIR202503761,P002372,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Bidar District & Sessions Court,8,17,2025-12-20,Filed
CS202502027,FIR202504074,P005643,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Belagavi District & Sessions Court,7,27,2025-12-20,Accepted
CS202501753,FIR202503579,P003142,Robbery,BNS 309(4),SI Ganesh Rao,Bengaluru Urban District & Sessions Court,7,13,2025-12-20,Filed
CS202501915,FIR202503892,P002652,Robbery,BNS 309(4),PI Naveen Patil,Chamarajanagar District & Sessions Court,9,11,2025-12-20,Returned for Correction
CS202501759,FIR202503592,P006908,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bidar District & Sessions Court,10,22,2025-12-20,Pending Scrutiny
CS202501716,FIR202503500,P000176,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Chamarajanagar District & Sessions Court,7,26,2025-12-21,Returned for Correction
CS202501731,FIR202503529,P004795,Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,13,18,2025-12-21,Pending Scrutiny
CS202501973,FIR202503948,P006153,Vehicle Theft,BNS 303(2),SI Prakash Sharma,Chamarajanagar District & Sessions Court,16,14,2025-12-21,Returned for Correction
CS202502097,FIR202504267,P007708,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Lakshmi Devi,Bagalkote District & Sessions Court,7,22,2025-12-21,Accepted
CS202501787,FIR202503631,P006733,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bagalkote District & Sessions Court,4,16,2025-12-21,Accepted
CS202501741,FIR202503538,P004621,Theft,BNS 303(2),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,8,4,2025-12-21,Returned for Correction
CS202501909,FIR202503855,P002454,Vehicle Theft,BNS 303(2),PI Harish Naik,Bagalkote District & Sessions Court,3,28,2025-12-21,Filed
CS202501736,FIR202503518,P002235,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Bidar District & Sessions Court,18,13,2025-12-21,Returned for Correction
CS202501633,FIR202503318,P007678,Theft,BNS 303(2),SI Ravi Kumar,Bidar District & Sessions Court,5,17,2025-12-21,Pending Scrutiny
CS202501694,FIR202503448,P005407,Assault,"BNS 115(2), BNS 117(2)",PI Ramesh Gowda,Belagavi District & Sessions Court,8,23,2025-12-22,Accepted
CS202501882,FIR202503699,P009028,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Ballari District & Sessions Court,13,8,2025-12-22,Accepted
CS202501856,FIR202503756,P005047,Vehicle Theft,BNS 303(2),PI Chetan Kumar,Bidar District & Sessions Court,18,20,2025-12-22,Filed
CS202501641,FIR202503347,P007159,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bidar District & Sessions Court,16,29,2025-12-22,Pending Scrutiny
CS202501831,FIR202503721,P005372,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,3,23,2025-12-22,Accepted
CS202501906,FIR202503829,P005747,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Chamarajanagar District & Sessions Court,11,3,2025-12-22,Accepted
CS202501617,FIR202503251,P001618,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ravi Kumar,Bagalkote District & Sessions Court,14,7,2025-12-22,Pending Scrutiny
CS202501735,FIR202503552,P000192,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Chamarajanagar District & Sessions Court,7,29,2025-12-22,Accepted
CS202501711,FIR202503498,P003021,Vehicle Theft,BNS 303(2),PI Naveen Patil,Bagalkote District & Sessions Court,11,5,2025-12-22,Returned for Correction
CS202501891,FIR202503778,P003506,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Bidar District & Sessions Court,14,12,2025-12-23,Accepted
CS202502087,FIR202504227,P003269,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Bidar District & Sessions Court,18,12,2025-12-23,Pending Scrutiny
CS202501938,FIR202503923,P002223,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Belagavi District & Sessions Court,9,16,2025-12-23,Filed
CS202502065,FIR202504152,P002347,Dacoity,BNS 310(2),PI Suresh Kulkarni,Bagalkote District & Sessions Court,2,10,2025-12-23,Filed
CS202501730,FIR202503486,P008009,Burglary,"BNS 331(3), BNS 331(4)",SI Divya Hegde,Bidar District & Sessions Court,14,7,2025-12-23,Returned for Correction
CS202502006,FIR202504032,P008516,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bagalkote District & Sessions Court,14,5,2025-12-23,Returned for Correction
CS202501623,FIR202503270,P006562,Vehicle Theft,BNS 303(2),SI Ganesh Rao,Chamarajanagar District & Sessions Court,9,5,2025-12-23,Filed
CS202501743,FIR202503566,P008030,Robbery,BNS 309(4),SI Ganesh Rao,Chamarajanagar District & Sessions Court,16,11,2025-12-23,Returned for Correction
CS202501670,FIR202503369,P006316,Robbery,BNS 309(4),SI Divya Hegde,Bidar District & Sessions Court,9,24,2025-12-23,Pending Scrutiny
CS202501994,FIR202504013,P006135,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,6,11,2025-12-23,Returned for Correction
CS202501867,FIR202503795,P002980,Theft,BNS 303(2),PI Harish Naik,Chamarajanagar District & Sessions Court,9,3,2025-12-23,Filed
CS202501701,FIR202503479,P005734,Fraud,BNS 318(4),SI Prakash Sharma,Bagalkote District & Sessions Court,8,23,2025-12-23,Pending Scrutiny
CS202501667,FIR202503359,P006926,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Bidar District & Sessions Court,17,4,2025-12-23,Accepted
CS202501993,FIR202504059,P000507,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Chamarajanagar District & Sessions Court,5,6,2025-12-24,Returned for Correction
CS202501876,FIR202503787,P005936,Vehicle Theft,BNS 303(2),PI Harish Naik,Bagalkote District & Sessions Court,13,8,2025-12-24,Returned for Correction
CS202502090,FIR202504254,P001861,Dacoity,BNS 310(2),SI Mahesh Bhat,Bidar District & Sessions Court,12,8,2025-12-24,Returned for Correction
CS202501690,FIR202503439,P004349,Fraud,BNS 318(4),PI Ramesh Gowda,Ballari District & Sessions Court,2,11,2025-12-24,Returned for Correction
CS202501981,FIR202504024,P003967,Theft,BNS 303(2),SI Mahesh Bhat,Bidar District & Sessions Court,5,27,2025-12-24,Filed
CS202501503,FIR202503028,P004440,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bengaluru Rural District & Sessions Court,17,9,2025-12-25,Accepted
CS202501894,FIR202503819,P008425,Fraud,BNS 318(4),SI Prakash Sharma,Bengaluru Urban District & Sessions Court,10,27,2025-12-25,Filed
CS202501976,FIR202503992,P007393,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Chikkaballapura District & Sessions Court,15,4,2025-12-25,Accepted
CS202501679,FIR202503379,P007243,NDPS,NDPS Act Sec 20(b),SI Ravi Kumar,Bagalkote District & Sessions Court,15,21,2025-12-25,Accepted
CS202501675,FIR202503412,P004768,Theft,BNS 303(2),SI Ganesh Rao,Bidar District & Sessions Court,2,10,2025-12-25,Accepted
CS202501802,FIR202503658,P000375,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,5,14,2025-12-25,Accepted
CS202501562,FIR202503181,P007063,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,14,23,2025-12-25,Pending Scrutiny
CS202502022,FIR202504111,P007210,NDPS,NDPS Act Sec 20(b),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,13,15,2025-12-25,Pending Scrutiny
CS202501875,FIR202503806,P000137,Murder,BNS 103(1),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,8,23,2025-12-26,Filed
CS202501868,FIR202503791,P008657,Theft,BNS 303(2),PI Harish Naik,Chamarajanagar District & Sessions Court,3,17,2025-12-26,Returned for Correction
CS202501982,FIR202503991,P003913,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Bagalkote District & Sessions Court,7,14,2025-12-26,Accepted
CS202501778,FIR202503641,P003425,Theft,BNS 303(2),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,4,28,2025-12-26,Pending Scrutiny
CS202501889,FIR202503827,P000400,Fraud,BNS 318(4),PI Harish Naik,Chamarajanagar District & Sessions Court,8,13,2025-12-26,Filed
CS202502018,FIR202504057,P008761,Fraud,BNS 318(4),PI Ramesh Gowda,Bagalkote District & Sessions Court,18,26,2025-12-26,Accepted
CS202502123,FIR202504253,P000204,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Ballari District & Sessions Court,4,12,2025-12-26,Accepted
CS202501904,FIR202503867,P004495,Vehicle Theft,BNS 303(2),SI Mahesh Bhat,Bagalkote District & Sessions Court,8,13,2025-12-26,Filed
CS202502011,FIR202504068,P000191,Theft,BNS 303(2),PI Ramesh Gowda,Ballari District & Sessions Court,8,9,2025-12-26,Accepted
CS202501742,FIR202503527,P008822,Theft,BNS 303(2),SI Divya Hegde,Bengaluru Rural District & Sessions Court,9,12,2025-12-26,Pending Scrutiny
CS202502092,FIR202504260,P004294,Theft,BNS 303(2),PI Harish Naik,Bagalkote District & Sessions Court,17,17,2025-12-26,Accepted
CS202501788,FIR202503633,P008929,NDPS,NDPS Act Sec 20(b),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,3,13,2025-12-27,Filed
CS202502004,FIR202504072,P002552,Dacoity,BNS 310(2),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,10,28,2025-12-27,Pending Scrutiny
CS202502003,FIR202504048,P001132,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Bidar District & Sessions Court,12,16,2025-12-27,Accepted
CS202501620,FIR202503313,P007798,POCSO,"POCSO Act Sec 4, BNS 64",SI Mahesh Bhat,Chamarajanagar District & Sessions Court,7,23,2025-12-27,Returned for Correction
CS202501924,FIR202503911,P004192,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Divya Hegde,Bidar District & Sessions Court,14,25,2025-12-27,Filed
CS202502021,FIR202504107,P007287,Fraud,BNS 318(4),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,12,15,2025-12-27,Pending Scrutiny
CS202501656,FIR202503385,P006817,NDPS,NDPS Act Sec 20(b),PI Naveen Patil,Chamarajanagar District & Sessions Court,10,13,2025-12-27,Accepted
CS202501752,FIR202503582,P004540,Robbery,BNS 309(4),SI Divya Hegde,Chamarajanagar District & Sessions Court,4,28,2025-12-27,Pending Scrutiny
CS202501615,FIR202503298,P000397,Vehicle Theft,BNS 303(2),PI Ramesh Gowda,Bengaluru Rural District & Sessions Court,5,15,2025-12-27,Pending Scrutiny
CS202501870,FIR202503745,P006212,Assault,"BNS 115(2), BNS 117(2)",SI Ganesh Rao,Bagalkote District & Sessions Court,16,7,2025-12-28,Accepted
CS202502067,FIR202504184,P000106,Robbery,BNS 309(4),PI Harish Naik,Ballari District & Sessions Court,5,13,2025-12-28,Filed
CS202501574,FIR202503221,P009400,Murder,BNS 103(1),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,11,6,2025-12-28,Accepted
CS202501927,FIR202503925,P004489,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Bagalkote District & Sessions Court,9,7,2025-12-28,Pending Scrutiny
CS202501922,FIR202503909,P000575,Assault,"BNS 115(2), BNS 117(2)",SI Mahesh Bhat,Bagalkote District & Sessions Court,18,5,2025-12-28,Returned for Correction
CS202501629,FIR202503321,P009032,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bengaluru Rural District & Sessions Court,9,5,2025-12-28,Filed
CS202501708,FIR202503466,P008556,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,13,19,2025-12-28,Accepted
CS202502232,FIR202504525,P000802,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Bengaluru Rural District & Sessions Court,4,30,2025-12-28,Accepted
CS202502029,FIR202504118,P008578,Assault,"BNS 115(2), BNS 117(2)",PI Naveen Patil,Belagavi District & Sessions Court,16,30,2025-12-28,Filed
CS202502039,FIR202504102,P004286,NDPS,NDPS Act Sec 20(b),SI Ganesh Rao,Chamarajanagar District & Sessions Court,14,4,2025-12-28,Pending Scrutiny
CS202501986,FIR202504046,P005011,Theft,BNS 303(2),PI Chetan Kumar,Chamarajanagar District & Sessions Court,11,8,2025-12-28,Accepted
CS202502165,FIR202504370,P004463,Fraud,BNS 318(4),SI Divya Hegde,Bengaluru Rural District & Sessions Court,6,12,2025-12-29,Filed
CS202501797,FIR202503562,P009206,Fraud,BNS 318(4),PI Naveen Patil,Bengaluru Rural District & Sessions Court,8,27,2025-12-29,Pending Scrutiny
CS202501763,FIR202503560,P009794,Robbery,BNS 309(4),SI Prakash Sharma,Chamarajanagar District & Sessions Court,13,17,2025-12-29,Pending Scrutiny
CS202502012,FIR202504084,P007713,Burglary,"BNS 331(3), BNS 331(4)",SI Prakash Sharma,Chamarajanagar District & Sessions Court,13,5,2025-12-29,Pending Scrutiny
CS202502002,FIR202504067,P007425,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Chikkaballapura District & Sessions Court,7,14,2025-12-29,Pending Scrutiny
CS202501597,FIR202503261,P005639,Theft,BNS 303(2),SI Divya Hegde,Bidar District & Sessions Court,13,18,2025-12-29,Pending Scrutiny
CS202502062,FIR202504198,P004589,Vehicle Theft,BNS 303(2),PI Suresh Kulkarni,Bidar District & Sessions Court,3,11,2025-12-29,Returned for Correction
CS202501885,FIR202503824,P003468,Murder,BNS 103(1),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,9,11,2025-12-29,Accepted
CS202501937,FIR202503922,P003703,Vehicle Theft,BNS 303(2),PI Harish Naik,Bidar District & Sessions Court,15,3,2025-12-30,Accepted
CS202501635,FIR202503323,P007998,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bidar District & Sessions Court,6,5,2025-12-30,Returned for Correction
CS202501850,FIR202503773,P006446,Theft,BNS 303(2),PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,6,25,2025-12-30,Returned for Correction
CS202501934,FIR202503881,P003442,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Ramesh Gowda,Bengaluru Urban District & Sessions Court,6,28,2025-12-30,Filed
CS202501792,FIR202503569,P004430,Burglary,"BNS 331(3), BNS 331(4)",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,13,3,2025-12-30,Returned for Correction
CS202501680,FIR202503441,P005368,Fraud,BNS 318(4),SI Mahesh Bhat,Chamarajanagar District & Sessions Court,18,9,2025-12-30,Returned for Correction
CS202501892,FIR202503818,P001561,Theft,BNS 303(2),SI Ravi Kumar,Bagalkote District & Sessions Court,14,14,2025-12-30,Accepted
CS202501970,FIR202503997,P001125,Assault,"BNS 115(2), BNS 117(2)",SI Ravi Kumar,Chamarajanagar District & Sessions Court,12,13,2025-12-30,Returned for Correction
CS202502185,FIR202504339,P002387,Theft,BNS 303(2),PI Harish Naik,Bagalkote District & Sessions Court,11,26,2025-12-30,Returned for Correction
CS202501588,FIR202503255,P002659,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,8,9,2025-12-30,Pending Scrutiny
CS202501691,FIR202503457,P006240,Fraud,BNS 318(4),SI Ganesh Rao,Chamarajanagar District & Sessions Court,5,24,2025-12-31,Accepted
CS202501688,FIR202503452,P004195,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bidar District & Sessions Court,8,15,2025-12-31,Pending Scrutiny
CS202502197,FIR202504412,P009502,Robbery,BNS 309(4),SI Mahesh Bhat,Belagavi District & Sessions Court,16,3,2025-12-31,Pending Scrutiny
CS202502163,FIR202504307,P006860,Fraud,BNS 318(4),SI Ganesh Rao,Bengaluru Rural District & Sessions Court,8,13,2025-12-31,Filed
CS202502222,FIR202504495,P009285,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Mahesh Bhat,Bengaluru Urban District & Sessions Court,4,27,2025-12-31,Returned for Correction
CS202501596,FIR202503253,P008037,Murder,BNS 103(1),SI Ravi Kumar,Bagalkote District & Sessions Court,11,12,2025-12-31,Accepted
CS202501929,FIR202503898,P004887,Burglary,"BNS 331(3), BNS 331(4)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,18,11,2025-12-31,Pending Scrutiny
CS202502001,FIR202504051,P008240,Vehicle Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Urban District & Sessions Court,3,6,2025-12-31,Pending Scrutiny
CS202501954,FIR202503962,P009222,Robbery,BNS 309(4),SI Ganesh Rao,Chamarajanagar District & Sessions Court,17,6,2025-12-31,Accepted
CS202501655,FIR202503338,P004484,Assault,"BNS 115(2), BNS 117(2)",PI Lakshmi Devi,Ballari District & Sessions Court,5,4,2025-12-31,Filed
CS202502063,FIR202504181,P001202,NDPS,NDPS Act Sec 20(b),SI Prakash Sharma,Bengaluru Rural District & Sessions Court,6,22,2025-12-31,Accepted
CS202502272,FIR202504611,P006138,Dacoity,BNS 310(2),PI Harish Naik,Bidar District & Sessions Court,16,17,2025-12-31,Filed
CS202501853,FIR202503735,P007907,Burglary,"BNS 331(3), BNS 331(4)",SI Mahesh Bhat,Chamarajanagar District & Sessions Court,5,24,2025-12-31,Returned for Correction
CS202501585,FIR202503224,P005294,Assault,"BNS 115(2), BNS 117(2)",PI Chetan Kumar,Bidar District & Sessions Court,7,30,2025-12-31,Filed
CS202501913,FIR202503883,P007468,POCSO,"POCSO Act Sec 4, BNS 64",PI Lakshmi Devi,Bidar District & Sessions Court,15,4,2026-01-01,Filed
CS202501782,FIR202503656,P008798,POCSO,"POCSO Act Sec 4, BNS 64",SI Divya Hegde,Chamarajanagar District & Sessions Court,13,7,2026-01-01,Filed
CS202501972,FIR202503941,P004237,NDPS,NDPS Act Sec 20(b),PI Harish Naik,Chamarajanagar District & Sessions Court,3,22,2026-01-01,Pending Scrutiny
CS202501803,FIR202503651,P004664,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Chikkaballapura District & Sessions Court,16,24,2026-01-01,Accepted
CS202501957,FIR202503969,P001110,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Bagalkote District & Sessions Court,10,16,2026-01-01,Pending Scrutiny
CS202501887,FIR202503794,P000053,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Bengaluru Rural District & Sessions Court,11,3,2026-01-01,Pending Scrutiny
CS202501702,FIR202503416,P007268,Burglary,"BNS 331(3), BNS 331(4)",SI Ravi Kumar,Bidar District & Sessions Court,12,23,2026-01-02,Returned for Correction
CS202501935,FIR202503939,P008522,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bagalkote District & Sessions Court,2,22,2026-01-02,Filed
CS202502216,FIR202504499,P006767,Fraud,BNS 318(4),SI Divya Hegde,Chamarajanagar District & Sessions Court,4,29,2026-01-02,Returned for Correction
CS202501622,FIR202503285,P000055,POCSO,"POCSO Act Sec 4, BNS 64",SI Ganesh Rao,Bengaluru Rural District & Sessions Court,16,30,2026-01-02,Pending Scrutiny
CS202502017,FIR202504104,P009233,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bidar District & Sessions Court,16,9,2026-01-02,Accepted
CS202502013,FIR202503998,P006239,Robbery,BNS 309(4),PI Naveen Patil,Bagalkote District & Sessions Court,13,16,2026-01-02,Accepted
CS202501762,FIR202503603,P000345,Robbery,BNS 309(4),PI Harish Naik,Bengaluru Rural District & Sessions Court,10,8,2026-01-02,Accepted
CS202501648,FIR202503322,P009383,POCSO,"POCSO Act Sec 4, BNS 64",PI Ramesh Gowda,Chamarajanagar District & Sessions Court,17,29,2026-01-02,Filed
CS202501845,FIR202503674,P007839,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Chamarajanagar District & Sessions Court,2,10,2026-01-02,Filed
CS202501825,FIR202503622,P000173,Theft,BNS 303(2),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,12,15,2026-01-02,Pending Scrutiny
CS202501773,FIR202503605,P006544,Fraud,BNS 318(4),PI Naveen Patil,Bagalkote District & Sessions Court,16,4,2026-01-02,Pending Scrutiny
CS202501897,FIR202503826,P004173,Robbery,BNS 309(4),SI Divya Hegde,Chamarajanagar District & Sessions Court,2,15,2026-01-02,Accepted
CS202502157,FIR202504400,P001297,Dacoity,BNS 310(2),PI Chetan Kumar,Bidar District & Sessions Court,9,28,2026-01-02,Accepted
CS202501685,FIR202503415,P008366,Burglary,"BNS 331(3), BNS 331(4)",SI Ganesh Rao,Ballari District & Sessions Court,18,14,2026-01-03,Pending Scrutiny
CS202502294,FIR202504649,P001850,Vehicle Theft,BNS 303(2),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,11,19,2026-01-03,Pending Scrutiny
CS202501671,FIR202503398,P004834,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Chamarajanagar District & Sessions Court,3,24,2026-01-03,Returned for Correction
CS202501914,FIR202503822,P001897,POCSO,"POCSO Act Sec 4, BNS 64",PI Chetan Kumar,Bagalkote District & Sessions Court,10,4,2026-01-03,Returned for Correction
CS202502032,FIR202504128,P006054,Robbery,BNS 309(4),SI Mahesh Bhat,Bidar District & Sessions Court,8,16,2026-01-03,Pending Scrutiny
CS202502094,FIR202504255,P003666,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Chetan Kumar,Bidar District & Sessions Court,3,9,2026-01-03,Accepted
CS202501775,FIR202503632,P007518,Fraud,BNS 318(4),PI Lakshmi Devi,Chamarajanagar District & Sessions Court,2,27,2026-01-03,Returned for Correction
CS202501828,FIR202503710,P006447,Cyber Crime,"IT Act 66D, BNS 318(4)",SI Ganesh Rao,Bengaluru Urban District & Sessions Court,7,12,2026-01-03,Accepted
CS202502068,FIR202504208,P001013,Burglary,"BNS 331(3), BNS 331(4)",PI Lakshmi Devi,Chamarajanagar District & Sessions Court,5,4,2026-01-03,Returned for Correction
CS202502000,FIR202504050,P002905,Fraud,BNS 318(4),PI Ramesh Gowda,Chamarajanagar District & Sessions Court,9,28,2026-01-03,Filed
CS202502273,FIR202504545,P007129,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Chamarajanagar District & Sessions Court,9,7,2026-01-03,Filed
CS202502266,FIR202504602,P001230,Theft,BNS 303(2),PI Suresh Kulkarni,Chikkaballapura District & Sessions Court,3,23,2026-01-04,Filed
CS202501932,FIR202503916,P002755,POCSO,"POCSO Act Sec 4, BNS 64",SI Prakash Sharma,Chikkaballapura District & Sessions Court,12,15,2026-01-04,Returned for Correction
CS202502074,FIR202504149,P005991,Burglary,"BNS 331(3), BNS 331(4)",PI Harish Naik,Bagalkote District & Sessions Court,10,5,2026-01-04,Pending Scrutiny
CS202501754,FIR202503594,P007603,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Harish Naik,Chamarajanagar District & Sessions Court,2,7,2026-01-04,Pending Scrutiny
CS202502031,FIR202504123,P001326,Assault,"BNS 115(2), BNS 117(2)",PI Harish Naik,Chamarajanagar District & Sessions Court,13,16,2026-01-04,Filed
CS202502263,FIR202504529,P000668,Murder,BNS 103(1),PI Suresh Kulkarni,Bengaluru Urban District & Sessions Court,13,29,2026-01-04,Accepted
CS202501780,FIR202503653,P008958,POCSO,"POCSO Act Sec 4, BNS 64",SI Ravi Kumar,Chamarajanagar District & Sessions Court,4,10,2026-01-04,Pending Scrutiny
CS202501766,FIR202503576,P006010,Theft,BNS 303(2),SI Ganesh Rao,Bidar District & Sessions Court,9,13,2026-01-04,Returned for Correction
CS202501726,FIR202503514,P006303,Theft,BNS 303(2),SI Ravi Kumar,Bengaluru Rural District & Sessions Court,13,6,2026-01-04,Accepted
CS202502177,FIR202504413,P000953,Cyber Crime,"IT Act 66D, BNS 318(4)",PI Naveen Patil,Bagalkote District & Sessions Court,13,23,2026-01-04,Accepted
CS202501863,FIR202503790,P007497,Assault,"BNS 115(2), BNS 117(2)",SI Prakash Sharma,Belagavi District & Sessions Court,16,3,2026-01-04,Filed
CS202501639,FIR202503326,P002026,NDPS,NDPS Act Sec 20(b),SI Divya Hegde,Bidar District & Sessions Court,8,3,2026-01-04,Returned for Correction
CS202501877,FIR202503808,P001447,Assault,"BNS 115(2), BNS 117(2)",PI Suresh Kulkarni,Bagalkote District & Sessions Court,18,24,2026-01-04,Accepted
CS202502179,FIR202504453,P007055,Fraud,BNS 318(4),PI Lakshmi Devi,Bidar District & Sessions Court,3,3,2026-01-04,Returned for Correction
